senderTs,senderMbps,receiverTs,receiverMbps
2355.0,0.0,2355.0,0.0927
2356.0,0.0,2356.0,0.0927
2357.0,0.0,2357.0,0.0927
2358.0,0.0,2358.0,0.0927
2359.0,0.0,2359.0,0.0695
2360.0,0.521,2360.0,0.0811
2361.0,0.0,2361.0,0.0811
2362.0,0.0,2362.0,0.0811
2363.0,0.0,2363.0,0.0695
2364.0,0.0,2364.0,0.0695
2365.0,0.0,2365.0,0.0695
2366.0,0.521,2366.0,0.0579
2367.0,0.0,2367.0,0.0463
2368.0,0.0,2368.0,0.0
2369.0,0.0,2369.0,0.116
2370.0,0.0,2370.0,0.116
2371.0,0.0,2371.0,0.104
2372.0,0.0,2372.0,0.0927
2373.0,0.0,2373.0,0.0579
2374.0,0.0,2374.0,0.0811
2375.0,0.521,2375.0,0.0579
2376.0,0.0,2376.0,0.0579
2377.0,0.0,2377.0,0.0927
2378.0,0.0,2378.0,0.0927
2379.0,0.0,2379.0,0.0927
2380.0,0.521,2380.0,0.0463
2381.0,0.0,2381.0,0.0116
2382.0,0.0,2382.0,0.0463
2383.0,0.0,2383.0,0.0811
2384.0,0.0,2384.0,0.116
2385.0,0.0,2385.0,0.116
2386.0,0.0,2386.0,0.104
2387.0,0.0,2387.0,0.0811
2388.0,0.0,2388.0,0.0463
2389.0,0.521,2389.0,0.0579
2390.0,0.0,2390.0,0.0695
2391.0,0.0,2391.0,0.0695
2392.0,0.0,2392.0,0.0463
2393.0,0.0,2393.0,0.0695
2394.0,0.0,2394.0,0.0695
2395.0,0.521,2395.0,0.0463
2396.0,0.0,2396.0,0.0579
2397.0,0.0,2397.0,0.0463
2398.0,0.0,2398.0,0.0579
2399.0,0.0,2399.0,0.139
2400.0,0.0,2400.0,0.127
2401.0,0.0,2401.0,0.104
2402.0,0.521,2402.0,0.0695
2403.0,0.0,2403.0,0.0927
2404.0,0.0,2404.0,0.0695
2405.0,0.0,2405.0,0.0811
2406.0,0.0,2406.0,0.0579
2407.0,0.0,2407.0,0.0927
2408.0,0.0,2408.0,0.0579
2409.0,0.521,2409.0,0.0579
2410.0,0.0,2410.0,0.0463
2411.0,0.0,2411.0,0.0695
2412.0,0.0,2412.0,0.0695
2413.0,0.0,2413.0,0.0
2414.0,0.0,2414.0,0.0463
2415.0,0.0,2415.0,0.0927
2416.0,0.0,2416.0,0.0927
2417.0,0.0,2417.0,0.0811
2418.0,0.0,2418.0,0.0811
2419.0,0.521,2419.0,0.116
2420.0,0.0,2420.0,0.116
2421.0,0.0,2421.0,0.0695
2422.0,0.0,2422.0,0.104
2423.0,0.0,2423.0,0.116
2424.0,0.521,2424.0,0.0811
2425.0,0.0,2425.0,0.0695
2426.0,0.0,2426.0,0.104
2427.0,0.0,2427.0,0.0811
2428.0,0.521,2428.0,0.0811
2429.0,0.0,2429.0,0.0463
2430.0,0.0,2430.0,0.0579
2431.0,0.0,2431.0,0.0927
2432.0,0.0,2432.0,0.104
2433.0,0.0,2433.0,0.104
2434.0,0.0,2434.0,0.0579
2435.0,0.0,2435.0,0.104
2436.0,0.521,2436.0,0.0927
2437.0,0.0,2437.0,0.0927
2438.0,0.0,2438.0,0.0811
2439.0,0.0,2439.0,0.0811
2440.0,0.0,2440.0,0.116
2441.0,0.0,2441.0,0.0811
2442.0,0.521,2442.0,0.104
2443.0,0.0,2443.0,0.0348
2444.0,0.0,2444.0,0.0463
2445.0,0.0,2445.0,0.0695
2446.0,0.0,2446.0,0.0811
2447.0,0.0,2447.0,0.0811
2448.0,0.521,2448.0,0.0811
2449.0,0.0,2449.0,0.0811
2450.0,0.0,2450.0,0.0927
2451.0,0.0,2451.0,0.0927
2452.0,0.0,2452.0,0.104
2453.0,0.0,2453.0,0.0579
2454.0,0.0,2454.0,0.0927
2455.0,0.521,2455.0,0.0927
2456.0,0.0,2456.0,0.0811
2457.0,0.0,2457.0,0.0811
2458.0,0.0,2458.0,0.104
2459.0,0.521,2459.0,0.0463
2460.0,0.0,2460.0,0.0
2461.0,0.0,2461.0,0.0811
2462.0,0.0,2462.0,0.0811
2463.0,0.0,2463.0,0.0695
2464.0,0.0,2464.0,0.0811
2465.0,0.0,2465.0,0.0927
2466.0,0.0,2466.0,0.0811
2467.0,0.0,2467.0,0.0695
2468.0,0.0,2468.0,0.0927
2469.0,0.521,2469.0,0.127
2470.0,0.0,2470.0,0.0695
2471.0,0.0,2471.0,0.0695
2472.0,0.0,2472.0,0.0579
2473.0,0.521,2473.0,0.0232
2474.0,0.0,2474.0,0.0348
2475.0,0.0,2475.0,0.0927
2476.0,0.0,2476.0,0.0695
2477.0,0.0,2477.0,0.0811
2478.0,0.0,2478.0,0.0811
2479.0,0.0,2479.0,0.0811
2480.0,0.0,2480.0,0.104
2481.0,0.0,2481.0,0.0811
2482.0,0.0,2482.0,0.0579
2483.0,0.521,2483.0,0.139
2484.0,0.0,2484.0,0.0927
2485.0,0.0,2485.0,0.0695
2486.0,0.0,2486.0,0.0811
2487.0,0.521,2487.0,0.0927
2488.0,0.0,2488.0,0.0348
2489.0,0.0,2489.0,0.0232
2490.0,0.0,2490.0,0.0811
2491.0,0.0,2491.0,0.0811
2492.0,0.0,2492.0,0.0695
2493.0,0.0,2493.0,0.0811
2494.0,0.0,2494.0,0.0695
2495.0,0.0,2495.0,0.0695
2496.0,0.0,2496.0,0.0927
2497.0,0.521,2497.0,0.0927
2498.0,0.0,2498.0,0.127
2499.0,0.0,2499.0,0.0927
2500.0,0.0,2500.0,0.0579
2501.0,0.521,2501.0,0.0695
2502.0,0.0,2502.0,0.0116
2503.0,0.0,2503.0,0.0463
2504.0,0.0,2504.0,0.0695
2505.0,0.0,2505.0,0.0811
2506.0,0.0,2506.0,0.0811
2507.0,0.0,2507.0,0.0927
2508.0,0.0,2508.0,0.0927
2509.0,0.521,2509.0,0.0695
2510.0,0.0,2510.0,0.0811
2511.0,0.0,2511.0,0.0927
2512.0,0.0,2512.0,0.104
2513.0,0.0,2513.0,0.104
2514.0,0.0,2514.0,0.0927
2515.0,0.521,2515.0,0.0811
2516.0,0.0,2516.0,0.0116
2517.0,0.0,2517.0,0.0463
2518.0,0.0,2518.0,0.0463
2519.0,0.0,2519.0,0.0811
2520.0,0.0,2520.0,0.0695
2521.0,0.0,2521.0,0.0927
2522.0,0.0,2522.0,0.104
2523.0,0.521,2523.0,0.0927
2524.0,0.0,2524.0,0.116
2525.0,0.0,2525.0,0.104
2526.0,0.0,2526.0,0.0927
2527.0,0.0,2527.0,0.0927
2528.0,0.0,2528.0,0.0927
2529.0,0.521,2529.0,0.0811
2530.0,0.0,2530.0,0.0811
2531.0,0.0,2531.0,0.0232
2532.0,0.0,2532.0,0.0463
2533.0,0.0,2533.0,0.0695
2534.0,0.0,2534.0,0.0811
2535.0,0.0,2535.0,0.0811
2536.0,0.0,2536.0,0.116
2537.0,0.521,2537.0,0.116
2538.0,0.0,2538.0,0.0579
2539.0,0.0,2539.0,0.0811
2540.0,0.0,2540.0,0.0811
2541.0,0.0,2541.0,0.104
2542.0,0.0,2542.0,0.0579
2543.0,0.0,2543.0,0.0695
2544.0,0.521,2544.0,0.0695
2545.0,0.0,2545.0,0.0695
2546.0,0.0,2546.0,0.0348
2547.0,0.0,2547.0,0.0
2548.0,0.0,2548.0,0.0463
2549.0,0.521,2549.0,0.0927
2550.0,0.0,2550.0,0.104
2551.0,0.0,2551.0,0.0927
2552.0,0.0,2552.0,0.0811
2553.0,0.0,2553.0,0.104
2554.0,0.0,2554.0,0.0811
2555.0,0.0,2555.0,0.0695
2556.0,0.0,2556.0,0.0695
2557.0,0.521,2557.0,0.0463
2558.0,0.0,2558.0,0.0463
2559.0,0.0,2559.0,0.0695
2560.0,0.0,2560.0,0.0579
2561.0,0.0,2561.0,0.0348
2562.0,0.0,2562.0,0.0348
2563.0,0.0,2563.0,0.0
2564.0,0.0,2564.0,0.0463
2565.0,0.521,2565.0,0.0927
2566.0,0.0,2566.0,0.116
2567.0,0.0,2567.0,0.0811
2568.0,0.0,2568.0,0.116
2569.0,0.0,2569.0,0.0579
2570.0,0.0,2570.0,0.0579
2571.0,0.0,2571.0,0.0695
2572.0,0.0,2572.0,0.0579
2573.0,0.0,2573.0,0.0579
2574.0,0.521,2574.0,0.0695
2575.0,0.0,2575.0,0.0463
2576.0,0.0,2576.0,0.0463
2577.0,0.0,2577.0,0.0695
2578.0,0.0,2578.0,0.0463
2579.0,0.521,2579.0,0.0348
2580.0,0.0,2580.0,0.0
2581.0,0.0,2581.0,0.0579
2582.0,0.0,2582.0,0.0579
2583.0,0.0,2583.0,0.0927
2584.0,0.0,2584.0,0.0811
2585.0,0.0,2585.0,0.116
2586.0,0.0,2586.0,0.0579
2587.0,0.0,2587.0,0.0579
2588.0,0.0,2588.0,0.0695
2589.0,0.0,2589.0,0.0695
2590.0,0.0,2590.0,0.0695
2591.0,0.0,2591.0,0.0348
2592.0,0.0,2592.0,0.0463
2593.0,0.521,2593.0,0.0579
2594.0,0.0,2594.0,0.0695
2595.0,0.0,2595.0,0.0579
2596.0,0.0,2596.0,0.0
2597.0,0.0,2597.0,0.0463
2598.0,0.0,2598.0,0.0579
2599.0,0.0,2599.0,0.0695
2600.0,0.0,2600.0,0.0695
2601.0,0.0,2601.0,0.0463
2602.0,0.521,2602.0,0.0695
2603.0,0.0,2603.0,0.0695
2604.0,0.0,2604.0,0.0695
2605.0,0.0,2605.0,0.0463
2606.0,0.0,2606.0,0.0579
2607.0,0.0,2607.0,0.0695
2608.0,0.0,2608.0,0.0579
2609.0,0.0,2609.0,0.0579
2610.0,0.521,2610.0,0.0463
2611.0,0.0,2611.0,0.0463
2612.0,0.0,2612.0,0.0348
2613.0,0.0,2613.0,0.0579
2614.0,0.0,2614.0,0.0463
2615.0,0.0,2615.0,0.0695
2616.0,0.0,2616.0,0.0695
2617.0,0.0,2617.0,0.0695
2618.0,0.0,2618.0,0.0463
2619.0,0.521,2619.0,0.0579
2620.0,0.0,2620.0,0.0695
2621.0,0.0,2621.0,0.0695
2622.0,0.0,2622.0,0.0463
2623.0,0.0,2623.0,0.0463
2624.0,0.0,2624.0,0.0695
2625.0,0.521,2625.0,0.0463
2626.0,0.0,2626.0,0.0232
2627.0,0.0,2627.0,0.0348
2628.0,0.0,2628.0,0.0579
2629.0,0.0,2629.0,0.0463
2630.0,0.0,2630.0,0.0463
2631.0,0.0,2631.0,0.0579
2632.0,0.0,2632.0,0.0695
2633.0,0.0,2633.0,0.0695
2634.0,0.0,2634.0,0.0463
2635.0,0.0,2635.0,0.0579
2636.0,0.0,2636.0,0.0579
2637.0,0.0,2637.0,0.0463
2638.0,0.521,2638.0,0.0579
2639.0,0.0,2639.0,0.0695
2640.0,0.0,2640.0,0.116
2641.0,0.0,2641.0,0.0116
2642.0,0.0,2642.0,0.0348
2643.0,0.0,2643.0,0.0348
2644.0,0.0,2644.0,0.0348
2645.0,0.0,2645.0,0.0348
2646.0,0.0,2646.0,0.0579
2647.0,0.0,2647.0,0.0463
2648.0,0.0,2648.0,0.0579
2649.0,0.521,2649.0,0.0695
2650.0,0.0,2650.0,0.0695
2651.0,0.0,2651.0,0.0695
2652.0,0.0,2652.0,0.0579
2653.0,0.0,2653.0,0.0579
2654.0,0.0,2654.0,0.0579
2655.0,0.521,2655.0,0.0695
2656.0,0.0,2656.0,0.0
2657.0,0.0,2657.0,0.0463
2658.0,0.0,2658.0,0.0
2659.0,0.0,2659.0,0.0463
2660.0,0.0,2660.0,0.0348
2661.0,0.0,2661.0,0.0463
2662.0,0.0,2662.0,0.0348
2663.0,0.0,2663.0,0.0579
2664.0,0.0,2664.0,0.0348
2665.0,0.0,2665.0,0.0579
2666.0,0.0,2666.0,0.0695
2667.0,0.0,2667.0,0.0811
2668.0,0.0,2668.0,0.0579
2669.0,0.521,2669.0,0.0579
2670.0,0.0,2670.0,0.0927
2671.0,0.0,2671.0,0.0463
2672.0,0.0,2672.0,0.0232
2673.0,0.0,2673.0,0.0232
2674.0,0.0,2674.0,0.0463
2675.0,0.0,2675.0,0.0348
2676.0,0.0,2676.0,0.0348
2677.0,0.0,2677.0,0.0348
2678.0,0.0,2678.0,0.0348
2679.0,0.0,2679.0,0.0463
2680.0,0.0,2680.0,0.0348
2681.0,0.0,2681.0,0.0348
2682.0,0.0,2682.0,0.0463
2683.0,0.521,2683.0,0.0463
2684.0,0.0,2684.0,0.0579
2685.0,0.0,2685.0,0.0348
2686.0,0.0,2686.0,0.0463
2687.0,0.0,2687.0,0.0927
2688.0,0.0,2688.0,0.0579
2689.0,0.521,2689.0,0.0579
2690.0,0.0,2690.0,0.0579
2691.0,0.0,2691.0,0.0463
2692.0,0.0,2692.0,0.0232
2693.0,0.0,2693.0,0.0348
2694.0,0.0,2694.0,0.0348
2695.0,0.0,2695.0,0.0348
2696.0,0.0,2696.0,0.0
2697.0,0.0,2697.0,0.0232
2698.0,0.0,2698.0,0.0232
2699.0,0.0,2699.0,0.0348
2700.0,0.0,2700.0,0.0232
2701.0,0.0,2701.0,0.0348
2702.0,0.0,2702.0,0.0116
2703.0,0.0,2703.0,0.0348
2704.0,0.521,2704.0,0.0579
2705.0,0.0,2705.0,0.0811
2706.0,0.0,2706.0,0.0579
2707.0,0.0,2707.0,0.0463
2708.0,0.0,2708.0,0.0348
2709.0,0.0,2709.0,0.0232
2710.0,0.0,2710.0,0.0116
2711.0,0.0,2711.0,0.0232
2712.0,0.0,2712.0,0.0116
2713.0,0.0,2713.0,0.0232
2714.0,0.0,2714.0,0.0116
2715.0,0.0,2715.0,0.0232
2716.0,0.0,2716.0,0.0232
2717.0,0.0,2717.0,0.0
2718.0,0.0,2718.0,0.0463
2719.0,0.0,2719.0,0.0
2720.0,0.0,2720.0,0.0463
2721.0,0.521,2721.0,0.0463
2722.0,0.0,2722.0,0.0579
2723.0,0.0,2723.0,0.0579
2724.0,0.0,2724.0,0.0695
2725.0,0.0,2725.0,0.0579
2726.0,0.0,2726.0,0.0463
2727.0,0.0,2727.0,0.0348
2728.0,0.0,2728.0,0.0579
2729.0,0.0,2729.0,0.0463
2730.0,0.0,2730.0,0.0579
2731.0,0.0,2731.0,0.0463
2732.0,0.0,2732.0,0.0463
2733.0,0.0,2733.0,0.0463
2734.0,0.521,2734.0,0.0579
2735.0,0.0,2735.0,0.0463
2736.0,0.0,2736.0,0.0
2737.0,0.0,2737.0,0.0116
2738.0,0.0,2738.0,0.0348
2739.0,0.0,2739.0,0.0116
2740.0,0.0,2740.0,0.0579
2741.0,0.0,2741.0,0.0463
2742.0,0.0,2742.0,0.0463
2743.0,0.0,2743.0,0.0463
2744.0,0.0,2744.0,0.0463
2745.0,0.0,2745.0,0.0579
2746.0,0.0,2746.0,0.0463
2747.0,0.0,2747.0,0.0463
2748.0,0.521,2748.0,0.0348
2749.0,0.0,2749.0,0.0695
2750.0,0.0,2750.0,0.116
2751.0,0.0,2751.0,0.0463
2752.0,0.0,2752.0,0.0463
2753.0,0.0,2753.0,0.0579
2754.0,0.0,2754.0,0.0116
2755.0,0.521,2755.0,0.0232
2756.0,0.0,2756.0,0.0232
2757.0,0.0,2757.0,0.0116
2758.0,0.0,2758.0,0.0463
2759.0,0.0,2759.0,0.0579
2760.0,0.0,2760.0,0.0463
2761.0,0.0,2761.0,0.0463
2762.0,0.0,2762.0,0.0579
2763.0,0.0,2763.0,0.0463
2764.0,0.0,2764.0,0.0927
2765.0,0.0,2765.0,0.104
2766.0,0.0,2766.0,0.0579
2767.0,0.521,2767.0,0.0695
2768.0,0.0,2768.0,0.0579
2769.0,0.0,2769.0,0.0116
2770.0,0.0,2770.0,0.0348
2771.0,0.0,2771.0,0.0348
2772.0,0.0,2772.0,0.0463
2773.0,0.0,2773.0,0.0463
2774.0,0.0,2774.0,0.0348
2775.0,0.0,2775.0,0.0463
2776.0,0.0,2776.0,0.0463
2777.0,0.0,2777.0,0.0463
2778.0,0.0,2778.0,0.0463
2779.0,0.0,2779.0,0.116
2780.0,0.521,2780.0,0.0463
2781.0,0.0,2781.0,0.0579
2782.0,0.0,2782.0,0.0579
2783.0,0.0,2783.0,0.0579
2784.0,0.0,2784.0,0.0
2785.0,0.0,2785.0,0.0463
2786.0,0.521,2786.0,0.0463
2787.0,0.0,2787.0,0.0463
2788.0,0.0,2788.0,0.0579
2789.0,0.0,2789.0,0.0463
2790.0,0.0,2790.0,0.0579
2791.0,0.0,2791.0,0.0348
2792.0,0.0,2792.0,0.0463
2793.0,0.0,2793.0,0.0927
2794.0,0.0,2794.0,0.0927
2795.0,0.0,2795.0,0.0348
2796.0,0.0,2796.0,0.0579
2797.0,0.0,2797.0,0.0463
2798.0,0.521,2798.0,0.0695
2799.0,0.0,2799.0,0.0116
2800.0,0.0,2800.0,0.0463
2801.0,0.0,2801.0,0.0579
2802.0,0.0,2802.0,0.0579
2803.0,0.0,2803.0,0.0579
2804.0,0.0,2804.0,0.0463
2805.0,0.0,2805.0,0.0463
2806.0,0.0,2806.0,0.0463
2807.0,0.0,2807.0,0.104
2808.0,0.521,2808.0,0.0811
2809.0,0.0,2809.0,0.0348
2810.0,0.0,2810.0,0.0579
2811.0,0.0,2811.0,0.0348
2812.0,0.0,2812.0,0.0579
2813.0,0.0,2813.0,0.0579
2814.0,0.0,2814.0,0.0348
2815.0,0.521,2815.0,0.0348
2816.0,0.0,2816.0,0.0463
2817.0,0.0,2817.0,0.0348
2818.0,0.0,2818.0,0.0695
2819.0,0.0,2819.0,0.0463
2820.0,0.0,2820.0,0.0579
2821.0,0.0,2821.0,0.0811
2822.0,0.0,2822.0,0.0695
2823.0,0.0,2823.0,0.0579
2824.0,0.0,2824.0,0.0463
2825.0,0.0,2825.0,0.0463
2826.0,0.0,2826.0,0.0579
2827.0,0.0,2827.0,0.0348
2828.0,0.521,2828.0,0.0348
2829.0,0.0,2829.0,0.0463
2830.0,0.0,2830.0,0.0579
2831.0,0.0,2831.0,0.0348
2832.0,0.0,2832.0,0.0232
2833.0,0.0,2833.0,0.0463
2834.0,0.0,2834.0,0.0927
2835.0,0.0,2835.0,0.0811
2836.0,0.521,2836.0,0.0579
2837.0,0.0,2837.0,0.0579
2838.0,0.0,2838.0,0.0463
2839.0,0.0,2839.0,0.0463
2840.0,0.0,2840.0,0.0348
2841.0,0.0,2841.0,0.0463
2842.0,0.0,2842.0,0.0463
2843.0,0.0,2843.0,0.0579
2844.0,0.0,2844.0,0.0463
2845.0,0.0,2845.0,0.0579
2846.0,0.521,2846.0,0.0348
2847.0,0.0,2847.0,0.0116
2848.0,0.0,2848.0,0.0695
2849.0,0.0,2849.0,0.0695
2850.0,0.0,2850.0,0.0463
2851.0,0.0,2851.0,0.0695
2852.0,0.0,2852.0,0.0463
2853.0,0.0,2853.0,0.0579
2854.0,0.0,2854.0,0.0579
2855.0,0.0,2855.0,0.0463
2856.0,0.0,2856.0,0.0463
2857.0,0.0,2857.0,0.0463
2858.0,0.521,2858.0,0.0463
2859.0,0.0,2859.0,0.0463
2860.0,0.0,2860.0,0.0348
2861.0,0.0,2861.0,0.0463
2862.0,0.0,2862.0,0.0811
2863.0,0.0,2863.0,0.0463
2864.0,0.0,2864.0,0.0463
2865.0,0.0,2865.0,0.0579
2866.0,0.0,2866.0,0.0463
2867.0,0.0,2867.0,0.0579
2868.0,0.521,2868.0,0.0579
2869.0,0.0,2869.0,0.0579
2870.0,0.0,2870.0,0.0579
2871.0,0.0,2871.0,0.0463
2872.0,0.0,2872.0,0.0348
2873.0,0.0,2873.0,0.0463
2874.0,0.0,2874.0,0.0811
2875.0,0.0,2875.0,0.0348
2876.0,0.0,2876.0,0.0579
2877.0,0.521,2877.0,0.0463
2878.0,0.0,2878.0,0.0579
2879.0,0.0,2879.0,0.0463
2880.0,0.0,2880.0,0.0579
2881.0,0.0,2881.0,0.0579
2882.0,0.0,2882.0,0.0579
2883.0,0.0,2883.0,0.0463
2884.0,0.0,2884.0,0.0695
2885.0,0.0,2885.0,0.0348
2886.0,0.0,2886.0,0.0579
2887.0,0.521,2887.0,0.0695
2888.0,0.0,2888.0,0.0579
2889.0,0.0,2889.0,0.0348
2890.0,0.0,2890.0,0.0463
2891.0,0.0,2891.0,0.0348
2892.0,0.0,2892.0,0.0579
2893.0,0.0,2893.0,0.0463
2894.0,0.0,2894.0,0.0463
2895.0,0.0,2895.0,0.0463
2896.0,0.0,2896.0,0.0579
2897.0,0.0,2897.0,0.0695
2898.0,0.521,2898.0,0.0695
2899.0,0.0,2899.0,0.0463
2900.0,0.0,2900.0,0.0695
2901.0,0.0,2901.0,0.0695
2902.0,0.0,2902.0,0.0695
2903.0,0.0,2903.0,0.0463
2904.0,0.0,2904.0,0.0579
2905.0,0.521,2905.0,0.0116
2906.0,0.0,2906.0,0.0463
2907.0,0.0,2907.0,0.0463
2908.0,0.0,2908.0,0.0695
2909.0,0.0,2909.0,0.0579
2910.0,0.0,2910.0,0.0463
2911.0,0.0,2911.0,0.0811
2912.0,0.0,2912.0,0.0463
2913.0,0.0,2913.0,0.0579
2914.0,0.0,2914.0,0.0579
2915.0,0.0,2915.0,0.0927
2916.0,0.521,2916.0,0.0811
2917.0,0.0,2917.0,0.0463
2918.0,0.0,2918.0,0.0579
2919.0,0.0,2919.0,0.0695
2920.0,0.0,2920.0,0.0579
2921.0,0.0,2921.0,0.0463
2922.0,0.0,2922.0,0.0116
2923.0,0.0,2923.0,0.0579
2924.0,0.0,2924.0,0.0463
2925.0,0.0,2925.0,0.0463
2926.0,0.0,2926.0,0.0695
2927.0,0.521,2927.0,0.0579
2928.0,0.0,2928.0,0.104
2929.0,0.0,2929.0,0.0811
2930.0,0.0,2930.0,0.0463
2931.0,0.0,2931.0,0.0463
2932.0,0.0,2932.0,0.0579
2933.0,0.0,2933.0,0.0579
2934.0,0.521,2934.0,0.0695
2935.0,0.0,2935.0,0.0232
2936.0,0.0,2936.0,0.0463
2937.0,0.0,2937.0,0.0
2938.0,0.0,2938.0,0.0811
2939.0,0.0,2939.0,0.0579
2940.0,0.0,2940.0,0.0579
2941.0,0.0,2941.0,0.0695
2942.0,0.0,2942.0,0.127
2943.0,0.521,2943.0,0.0811
2944.0,0.0,2944.0,0.0579
2945.0,0.0,2945.0,0.0579
2946.0,0.0,2946.0,0.0579
2947.0,0.0,2947.0,0.0579
2948.0,0.0,2948.0,0.0811
2949.0,0.0,2949.0,0.0811
2950.0,0.521,2950.0,0.0463
2951.0,0.0,2951.0,0.0463
2952.0,0.0,2952.0,0.0348
2953.0,0.0,2953.0,0.0463
2954.0,0.0,2954.0,0.0579
2955.0,0.0,2955.0,0.0927
2956.0,0.0,2956.0,0.0811
2957.0,0.0,2957.0,0.0579
2958.0,0.0,2958.0,0.0579
2959.0,0.0,2959.0,0.0695
2960.0,0.0,2960.0,0.0579
2961.0,0.521,2961.0,0.0695
2962.0,0.0,2962.0,0.0348
2963.0,0.0,2963.0,0.0579
2964.0,0.0,2964.0,0.0579
2965.0,0.0,2965.0,0.0579
2966.0,0.0,2966.0,0.0463
2967.0,0.521,2967.0,0.0579
2968.0,0.0,2968.0,0.0927
2969.0,0.0,2969.0,0.0811
2970.0,0.0,2970.0,0.0695
2971.0,0.0,2971.0,0.0695
2972.0,0.0,2972.0,0.0463
2973.0,0.0,2973.0,0.0579
2974.0,0.0,2974.0,0.0695
2975.0,0.0,2975.0,0.0579
2976.0,0.0,2976.0,0.0463
2977.0,0.521,2977.0,0.0695
2978.0,0.0,2978.0,0.0579
2979.0,0.0,2979.0,0.0579
2980.0,0.0,2980.0,0.0348
2981.0,0.0,2981.0,0.0695
2982.0,0.0,2982.0,0.104
2983.0,0.0,2983.0,0.0811
2984.0,0.0,2984.0,0.0927
2985.0,0.521,2985.0,0.0811
2986.0,0.0,2986.0,0.0695
2987.0,0.0,2987.0,0.0695
2988.0,0.0,2988.0,0.0695
2989.0,0.0,2989.0,0.0695
2990.0,0.0,2990.0,0.0579
2991.0,0.0,2991.0,0.0695
2992.0,0.521,2992.0,0.0579
2993.0,0.0,2993.0,0.0695
2994.0,0.0,2994.0,0.0348
2995.0,0.0,2995.0,0.0463
2996.0,0.0,2996.0,0.0695
2997.0,0.0,2997.0,0.0811
2998.0,0.0,2998.0,0.0811
2999.0,0.0,2999.0,0.0695
3000.0,0.0,3000.0,0.0695
3001.0,0.521,3001.0,0.0811
3002.0,0.0,3002.0,0.0811
3003.0,0.0,3003.0,0.0579
3004.0,0.0,3004.0,0.0579
3005.0,0.0,3005.0,0.0811
3006.0,0.0,3006.0,0.0695
3007.0,0.0,3007.0,0.0579
3008.0,0.521,3008.0,0.104
3009.0,0.0,3009.0,0.0811
3010.0,0.0,3010.0,0.0811
3011.0,0.0,3011.0,0.0927
3012.0,0.0,3012.0,0.0811
3013.0,0.0,3013.0,0.0695
3014.0,0.521,3014.0,0.0695
3015.0,0.0,3015.0,0.0695
3016.0,0.0,3016.0,0.0463
3017.0,0.0,3017.0,0.0695
3018.0,0.0,3018.0,0.0695
3019.0,0.0,3019.0,0.0579
3020.0,0.0,3020.0,0.0579
3021.0,0.521,3021.0,0.0579
3022.0,0.0,3022.0,0.116
3023.0,0.0,3023.0,0.0811
3024.0,0.0,3024.0,0.0695
3025.0,0.0,3025.0,0.0695
3026.0,0.0,3026.0,0.0463
3027.0,0.0,3027.0,0.0579
3028.0,0.0,3028.0,0.0579
3029.0,0.521,3029.0,0.0463
3030.0,0.0,3030.0,0.0463
3031.0,0.0,3031.0,0.0579
3032.0,0.0,3032.0,0.0579
3033.0,0.0,3033.0,0.0348
3034.0,0.0,3034.0,0.0579
3035.0,0.0,3035.0,0.0811
3036.0,0.0,3036.0,0.0927
3037.0,0.521,3037.0,0.0927
3038.0,0.0,3038.0,0.0927
3039.0,0.0,3039.0,0.0695
3040.0,0.0,3040.0,0.0811
3041.0,0.0,3041.0,0.0695
3042.0,0.0,3042.0,0.0695
3043.0,0.0,3043.0,0.0695
3044.0,0.0,3044.0,0.0811
3045.0,0.521,3045.0,0.0579
3046.0,0.0,3046.0,0.0695
3047.0,0.0,3047.0,0.0348
3048.0,0.0,3048.0,0.0579
3049.0,0.0,3049.0,0.0811
3050.0,0.0,3050.0,0.0927
3051.0,0.0,3051.0,0.0811
3052.0,0.521,3052.0,0.0695
3053.0,0.0,3053.0,0.0811
3054.0,0.0,3054.0,0.0695
3055.0,0.0,3055.0,0.0811
3056.0,0.0,3056.0,0.0811
3057.0,0.0,3057.0,0.0811
3058.0,0.0,3058.0,0.0579
3059.0,0.521,3059.0,0.0579
3060.0,0.0,3060.0,0.0463
3061.0,0.0,3061.0,0.0579
3062.0,0.0,3062.0,0.0811
3063.0,0.0,3063.0,0.0927
3064.0,0.0,3064.0,0.0927
3065.0,0.0,3065.0,0.0695
3066.0,0.0,3066.0,0.0811
3067.0,0.521,3067.0,0.0579
3068.0,0.0,3068.0,0.0811
3069.0,0.0,3069.0,0.0811
3070.0,0.0,3070.0,0.0579
3071.0,0.0,3071.0,0.0927
3072.0,0.0,3072.0,0.0695
3073.0,0.521,3073.0,0.0695
3074.0,0.0,3074.0,0.0927
3075.0,0.0,3075.0,0.0927
3076.0,0.0,3076.0,0.0811
3077.0,0.0,3077.0,0.0695
3078.0,0.0,3078.0,0.0695
3079.0,0.521,3079.0,0.0695
3080.0,0.0,3080.0,0.0579
3081.0,0.0,3081.0,0.0579
3082.0,0.0,3082.0,0.0463
3083.0,0.0,3083.0,0.0463
3084.0,0.0,3084.0,0.0811
3085.0,0.0,3085.0,0.0116
3086.0,0.0,3086.0,0.0927
3087.0,0.0,3087.0,0.0927
3088.0,0.521,3088.0,0.0811
3089.0,0.0,3089.0,0.0695
3090.0,0.0,3090.0,0.0811
3091.0,0.0,3091.0,0.0811
3092.0,0.0,3092.0,0.0579
